odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11547072,09/28/2023,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that while operating the vehicle, the message ""Service Oil Change"" was displayed. The vehicle was taken to the local mechanic who discovered metal shavings in the engine oil. The vehicle was later taken to the local dealer who diagnosed that the engine was faulty and needed to be replaced. The vehicle was not yet repaired. The manufacturer was notified of the failure, but no assistance was offered. The contact was informed that the vehicle"
11542322,09/02/2023,HYUNDAI,KONA,2020,"LANE DEPARTURE,FORWARD COLLISION AVOIDANCE",False,False,0,0,"Loud beep then a warning that collision warning had been disabled and the side mirrorsno longer indicated someone was beside me. . First time it's done this and I was on the way to the dealer for service. I mentioned to him and he said it was probably the light rain we had and it had blocked the camera. On the way home it did the same thing and now it was sunny, clear and they had just washed my car. So back to the dealer to have them actually check the sensor."
11539947,08/21/2023,HYUNDAI,KONA,2020,"UNKNOWN OR OTHER,FORWARD COLLISION AVOIDANCE,BACK OVER PREVENTION",False,False,0,0,"UNKNOWN I was backing out of a parking space using the back up camera when I bumped a vehicle behind me. Also, when driving on the highway, the cruise control doesn't always respond properly I just want to know if my car has the latest safety updates available for insurance purposes"
11538061,08/12/2023,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"In December 2022 at 10,000 miles my engine would make knocking noises when idle and hesitate to excelerate before jumping, i took it to dealer and there was no oil on the dipstick.  None of the warning lights ever Came on.  They started an oil consumption test, did a chamber cleaning on the engine and finally after 3 months and 3,000 extra miles they tell me i need a new engine/ ridiculous a new car with 10,000 miles does this!!"
11532048,07/13/2023,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,Came off the frwy and stopped and once I got back and accelerated the car began to make metal grinding sound from the engine drove immediately to the dealership that was less then quarter of a mile away.  I left it over night and was told the next day it was not safe to drive at all and there was no loaner cars or rental service.  5 days later a loaner was provided.  There was no warning light or alert sound for me to know there was something wrong. The car could had stopped on the frwy and caus
11519189,04/27/2023,HYUNDAI,KONA,2020,STEERING,False,False,0,0,"I was hearing a weird sound when turning the steering wheel and it reminded me of the same noise that happened before in March 2020 when the column and housing (part number 56390-39000)as well as bolt-safety lock (part number 81919-31000) were replaced at Boulder Hyundai (now called Foundation). This was covered under warranty then as the mileage was 24,928. The notes say: Customer states that there is a sound when turning the wheel. Technician confirmed customer complaint. Sound coming from ste"
11518771,04/24/2023,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated that on several occasion while driving at various speeds or coming to a stop, the vehicle stalled and lost motive power. The vehicle failed to restart. The check engine warning light was illuminated. The vehicle was towed to a local dealer to be serviced under TSB 22-01-043H (Engine Monitoring Logic) and the mechanic was made aware of the failure; however, the failure could not be duplicated. The contact stated that the failure was recurri"
11513717,03/25/2023,HYUNDAI,KONA,2020,STEERING,False,False,0,0,TRYING TO PULL OFF THE FREE WAY TO THE RIGHT AND IT DECIDED TO GO LEFT IN FRONT OF A  TRUCK. IT LIKES TO TAKE CONTROL. SCARY. I HAVE NOT HAD THE CAR EVEN 2 MONTHS.
11507764,02/17/2023,HYUNDAI,KONA,2020,FORWARD COLLISION AVOIDANCE,False,False,0,0,I was driving on the highway and there was no one around me and the forward collision warning went off. The car then braked on my behalf going 70 mph on the highway. THis has happened twice so far.
11501418,01/12/2023,HYUNDAI,KONA,2020,"UNKNOWN OR OTHER,FORWARD COLLISION AVOIDANCE",False,False,0,0,"I have a 2020 Kona SE AWD and have a problem with a Check Forward Collision Sensor error that happens infrequently. When it happens, you get a ding then on the dash in a large graphic ""check forward collision sensor"" then BANG the brakes are applied for a split second and the car violently drops into a lower gear and revs until you turn the car off and ""reset"" the system.  This has happened 4 times in the last 2 thousand miles. Been to the dealer twice and they cannot recreate the problem, so th"
11497174,12/13/2022,HYUNDAI,KONA,2020,"POWER TRAIN,EXTERIOR LIGHTING,ENGINE",False,False,0,0,For the last 2 weeks I’ve been hearing weird engine noises. Like metal pieces being grinded. The car has issues accelerating. Will not change gears properly causing the car to redline on the tachometer. Just today I hear noises a lot more frequently and as I’m driving and coming to a slow turn the car stalled out on me. I quickly put the car in park and started the car and it started back up. But now I feel a loss in power In the car. The car stalled on me more than six times. Every time I came 
11495945,12/04/2022,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"My car has been burning oil and knocking and I repeatedly took it back to the dealer with concern that these symptoms are similar to a recent recall on Hyundai Kona engine due to engine failure.  Recently I had an inspection (which passed) and as I was driving away from the dealer the engine light came on and I took the car back and the mechanics told me the car is in engine failure! Engine failure can result in dangerous stalling seizing of engine, oil leaks and fires according to the recall in"
11493121,11/10/2022,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"After two years of driving, car seemed to start having engine noises. Felt like loss of acceleration? The vehicle stalled twice after noticing this when in a slower speed. No engine warning light or oil malfunction light ever came on. Our local mechanic said the car was close to being out of oil. Never any evidence of oil on the ground or any type of odor. Dealer was informed of the issue on Nov 9. They said no appointment available until Dec 1, I said the car does not seem safe to drive. Then t"
11487041,09/29/2022,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"The contact owns a 2020 Hyundai Kona. The contact stated while starting the vehicle, she heard an abnormal sound coming from the vehicle. The contact than noticed that the checking engine warning light was illuminated. The contact stated while driving 45 MPH, the vehicle lost motive power and the oil warning light flashed twice on the instrument panel. The contact was able to pull into a service station and had the vehicle towed to the dealer to be diagnosed. The contact was informed that whenev"
11476520,07/29/2022,HYUNDAI,KONA,2020,"POWER TRAIN,UNKNOWN OR OTHER",False,False,0,0,"After driving the car for several hours, I arrived at my destination and as I was parking the vehicle, it would not move when put in reverse.  I received a message on the dashboard that said, “transmission problem detected.”  I had the car towed the nearest Hyundai dealer. They diagnosed the issue as a transmission failure. They ordered and replaced the transmission with a rebuilt unit under warranty.  I picked up the vehicle approximately 3 weeks later when the repair was completed.   I drove t"
11475293,07/22/2022,HYUNDAI,KONA,2020,UNKNOWN OR OTHER,False,False,0,0,"My driver's side door would not unlock, either electrically, or mechanically today. I was in the car and could not exit. I'm 70 years old and a big guy. crawling over the console in a Kona to get out of the passenger side was a struggle. Took it to the dealer who said, yea, this is common. Question is, why is this not a safety recall? Had I been in an accident, the first responders would have to waste time to break open the door. If you are taking someone to an emergency room, you can't get out "
11452866,02/18/2022,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,"My vehicle has a damaged cylinder bore due to the safety recall about the Hyundai 2020 Kona Piston problem. My engine light keeps going on and off… My issue is that Hyundai has caused the defect and my vehicle is on verge of breakdown, the problem I have is that they can only fit my car in for service in a months time…so I have to drive for another month with a possibility of breakdown."
11449347,01/29/2022,HYUNDAI,KONA,2020,ENGINE,False,False,0,0,This vehicle was under recall by Hyundai ( campaign 203 )  For defective piston oil ring. Since day one of owning the vehicle I would notice oil level low by at least a 1/2 quart ( I would top off). After Several trips to the dealer they installed software to detect vibration and it passed . So they said just run it until it dies only then we can replace the engine . Hyundai has since removed car from recall lookup list. Went to 2nd dealer and I'm going through a oil consumption test . They foun
